ANIO,MES,BARRIO,USO,ESTRATO,PROMEDIO,INMUEBLES
2016,12,Santos,Residencial,3,9.85,405
2017,08,Betania,Oficial,Oficial,132,1
2017,11,San Ignacio,Residencial,3,17.14,7
2018,04,Vereda La Siria,Servicios Especiales,Servicios Especiales,205,1
2017,02,El Porvenir,Comercial,Comercial,1,1
2018,01,Arboleda,Residencial,1,1,1
2016,10,SanCancio,Comercial,Comercial,8.83,12
2017,05,Parque Castilla(Rincon Castilla),Residencial,3,4.05,55
2018,04,20 de julio,Residencial,2,14.76,168
2017,03,Vereda Hoyo Frio,Rural,3,6.5,2
2016,02,Belen,Oficial,Oficial,848,1
2016,10,Vereda Minitas,Servicios Especiales,Servicios Especiales,470,1
2016,10,La Estrella,Residencial,5,11.31,344
2017,06,Prado,Residencial,1,0,1
2016,08,Vereda La Cabaña,Rural,4,14.79,52
2018,02,Vereda Cascarero,Rural,1,1.5,2
2017,12,Samaria,Oficial,Oficial,4,1
2018,02,El Carmen,Oficial,Oficial,123.5,4
2017,06,El Campin,Residencial,3,12.13,8
2016,11,La Leonora,Residencial,6,7.98,218
2017,06,El Paraiso,Residencial,2,7.83,6
2017,08,Puerta del Sol,Comercial,Comercial,5,2
2018,01,La Enea,Residencial,4,10.11,500
2018,06,Aranjuez,Comercial,Comercial,9.65,20
2016,08,La Enea,Servicios Especiales,Servicios Especiales,18,2
2016,01,La Asuncion,Servicios Especiales,Servicios Especiales,99,1
2016,08,Ciudadela La Linda,Residencial,2,9.95,928
2017,03,MalHabar,Residencial,1,17.5,2
2018,04,Vereda La Argelia,Rural,3,8.25,12
2016,10,Milan,Residencial,6,9.7,266
2018,02,Asturias,Industrial,Industrial,543,1
2017,03,Persia,Comercial,Comercial,4.67,3
2016,01,Versalles,Residencial,1,13.71,7
2016,01,El Porvenir,Oficial,Oficial,25,1
2016,10,Centenario,Rural,1,7,10
2017,12,SanCancio,Suministro a Constru,Suministro a Constru,28.33,3
2016,10,Bosques de Niza,Residencial,6,0,1
2017,12,Colon,Residencial,2,20.86,111
2017,11,Colseguros,Oficial,Oficial,87,1
2017,02,Los Alamos,Residencial,4,5,1
2016,08,Kennedy,Residencial,3,13.85,258
2017,09,CampoAmor,Industrial,Industrial,34,1
2018,04,Puerta del Sol,Comercial,Comercial,5.5,2
2017,10,Vereda Morrogordo,Industrial,Industrial,15.67,3
2017,05,Bella Montaña (Hosp G. - Esc),Residencial,3,8.23,380
2018,01,Vereda La Manuela,Rural,3,0,1
2016,05,San Marcel,Comercial,Comercial,15.3,10
2016,09,Centro,Oficial,Oficial,44.31,68
2017,02,Vereda Quiebra de Velez,Rural,4,25.25,4
2017,04,Lleras,Residencial,2,29,1
2016,06,Villa Julia,Residencial,2,12.52,108
2016,09,El Carmen,Residencial,2,16,457
2018,03,Bosques de Niza,Residencial,4,10.04,560
2017,04,El encuentro,Residencial,1,7.38,21
2017,12,Vereda Quiebra de Velez,Rural,1,8.33,18
2016,09,Vereda Alto del Naranjo,Rural,2,8.9,39
2017,09,Lusitania,Comercial,Comercial,8,1
2016,01,Estrada,Residencial,2,13.89,9
2017,01,Los Rosales,Residencial,5,10.71,174
2016,05,Vereda El Guineo,Rural,3,3,1
2018,06,Tejares,Residencial,6,12.13,126
2016,03,Kennedy,Residencial,1,17,3
2016,07,El Campin,Residencial,4,11.68,245
2016,07,San Sebastian(IV Etapa),Comercial,Comercial,6.67,3
2018,01,Vereda La Trinidad,Rural,2,14.17,18
2017,03,La Estrella,Oficial,Oficial,236,4
2016,08,Colombia,Residencial,5,8,1
2016,01,VillaCarmenza,Comercial,Comercial,2.43,7
2016,11,San Joaquin,Comercial,Comercial,16.83,82
2017,07,Vereda Hoyo Frio,Oficial,Oficial,14,1
2017,08,Vereda La Argelia,Oficial,Oficial,17,1
2016,10,Vereda Minitas,Industrial,Industrial,69.33,3
2016,02,las Colinas,Comercial,Comercial,44.45,11
2016,01,Vereda Alto Corinto,Rural,2,12,1
2017,06,Nevado,Residencial,1,11.75,469
2017,09,Las Americas,Residencial,4,14.33,12
2017,02,La Rambla,Residencial,2,9.56,9
2016,07,Colon,Residencial,2,22.15,112
2018,06,Colombia,Residencial,2,15.08,104
2016,06,La Sultana,Servicios Especiales,Servicios Especiales,17,2
2016,05,Vereda La Francia,Rural,1,12.58,12
2017,12,La Carola,Suministro a Constru,Suministro a Constru,297.6,5
2017,08,Vereda Hoyo Frio,Industrial,Industrial,984.33,3
2016,12,Alhambra,Residencial,2,37,2
2016,02,Altos de Granada,Residencial,3,10.96,197
2016,10,Guayacanes,Residencial,5,21,1
2016,12,Fundadores,Residencial,5,10,13
2016,03,Santa Helena - Conjunto La Estacion,Residencial,2,7.67,6
2017,01,Vereda San Peregrino,Rural,5,17.67,6
2017,01,La Avanzada,Residencial,2,17.97,58
2017,01,La Carola,Suministro a Constru,Suministro a Constru,252.67,3
2017,06,Vereda Bajo Corinto,Residencial,4,24,1
2016,10,Vereda La Linda,Servicios Especiales,Servicios Especiales,47.5,2
2016,08,Vereda Manzanares,Rural,5,8,1
2016,07,El Caribe,Residencial,2,13.54,1543
2017,01,Vereda El Aventino,Rural,1,14.98,42
2016,05,Ciudadela La Linda,Rural,2,8,2
2016,12,Vereda Hoyo Frio,Rural,4,12.6,5
2017,12,Vereda Cuchilla del Salado,Oficial,Oficial,11.6,5
2016,06,El Carmen,Residencial,1,13,613
2017,01,Uribe,Residencial,5,8.97,31
2016,11,San Jorge,Comercial,Comercial,14.36,53
2016,03,Centro,Residencial,6,11.47,15
2017,05,CampoAmor,Industrial,Industrial,113,1
2017,12,Vereda El Arenillo,Rural,6,23,1
2016,03,San Ignacio,Residencial,2,15,171
2017,11,Alhambra,Residencial,2,33,1
2018,04,San Sebastian(IV Etapa),Residencial,1,6.71,1092
2017,11,Panorama,Residencial,3,7.59,128
2017,04,Tejares,Residencial,6,13.1,126
2016,02,Vereda Mal Paso,Rural,3,34,1
2017,02,Vereda La Trinidad,Comercial,Comercial,54,2
2016,02,Vereda San Peregrino,Comercial,Comercial,17,1
2017,03,Estambul,Servicios Especiales,Servicios Especiales,51.5,2
2017,09,Vereda La Aurora,Rural,1,10.34,67
2016,08,Centro,Residencial,3,12.84,908
2018,04,Granjas y Viviendas,Residencial,2,15,4
2016,09,Milan,Residencial,2,13.71,7
2017,10,San Marcel,Comercial,Comercial,23,13
2016,07,Alta Suiza,Oficial,Oficial,17.5,4
2018,06,Cerro de Oro,Industrial,Industrial,299,1
2017,08,Olivares,Residencial,1,0,2
2016,11,Betania,Oficial,Oficial,201,1
2017,05,El Caribe,Residencial,2,13.02,1562
2018,05,Asturias,Rural,3,35,1
2017,01,La Francia,Residencial,3,21.8,10
2017,06,Villa Nueva,Residencial,2,3,1
2016,08,Bosques del Norte,Comercial,Comercial,3.57,7
2016,11,San Joaquin,Residencial,2,11.79,39
2017,02,PaloNegro,Servicios Especiales,Servicios Especiales,12,1
2017,08,Marmato,Residencial,2,6.75,4
2018,01,San Antonio,Residencial,2,86,1
2016,06,Vereda Bajo Tablazo,Rural,2,15.74,189
2017,01,Los Alcazares,Residencial,3,18,2
2018,06,Residencias Manizales,Industrial,Industrial,6,1
2017,09,El Sol,Residencial,5,11.89,19
2017,08,Laureles,Servicios Especiales,Servicios Especiales,19.55,11
2017,10,Vereda Alto del Naranjo,Rural,2,9.5,40
2017,01,Milan,Residencial,2,12.29,7
2016,01,Versalles,Comercial,Comercial,22.12,170
2017,09,Vereda El Rosario,Rural,4,22.3,27
2016,12,Los Cedros,Comercial,Comercial,11,8
2016,12,Santa Helena - Conjunto La Estacion,Residencial,3,9.76,757
2017,11,Vereda La Trinidad,Rural,1,10.56,18
2016,09,PaloNegro,Comercial,Comercial,0.38,8
2016,04,Vereda La Siria,Rural,4,12,2
2018,02,Comuneros,Residencial,1,2.5,2
2018,04,Lleras,Residencial,2,36,1
2017,03,Vereda Cuchilla del Salado,Industrial,Industrial,0,1
2016,04,Niño Jesus de Praga,Comercial,Comercial,18,2
2017,04,San Sebastian (I - II Etapa),Residencial,2,8.33,3
2016,09,Las Americas,Residencial,5,29.57,7
2017,08,Nevado,Servicios Especiales,Servicios Especiales,61,1
2016,09,Centro,Residencial,2,29,1
2016,02,El Bosque,Comercial,Comercial,11.7,179
2018,05,VillaHermosa - La Playa,Oficial,Oficial,7.75,4
2016,04,Comuneros,Oficial,Oficial,65,1
2016,01,Vereda Alto Tablazo,Rural,1,12.5,20
2016,11,Ciudadela La Linda,Oficial,Oficial,45.5,2
2016,03,CampoHermoso (Univ. Mzles),Oficial,Oficial,88.25,4
2016,09,Vereda La Trinidad,Suministro a Constru,Suministro a Constru,19.53,15
2016,10,Las Americas,Residencial,4,11.42,12
2018,04,El Porvenir,Residencial,1,18,1
2017,11,Camelia,Suministro a Constru,Suministro a Constru,50.33,3
2017,11,Bosques del Norte,Oficial,Oficial,59.83,6
2016,03,Centro,Residencial,5,10.49,55
2016,05,las Colinas,Residencial,1,9.77,13
2018,03,La Asuncion,Residencial,4,30,2
2016,11,Los Alcazares,Oficial,Oficial,16.5,2
2018,04,Vereda Mal Paso,Rural,1,3.82,17
2016,11,Fatima,Residencial,3,14.4,1158
2017,06,Vereda Java,Rural,1,5.27,11
2016,01,Uribe,Residencial,1,26,1
2016,01,Samaria,Residencial,1,10.65,540
2017,05,La Asuncion,Residencial,3,12.13,709
2016,10,El Porvenir,Oficial,Oficial,44,1
2016,10,SanCancio,Residencial,6,11.78,1920
2016,05,La Leonora,Residencial,3,15.11,82
2017,09,Colon,Residencial,1,23.5,2
2016,12,Viveros,Oficial,Oficial,32,3
2018,01,Palogrande,Residencial,5,4.67,24
2017,04,Guamal,Residencial,1,7.25,4
2018,03,Altos de Castilla,Residencial,3,7,2
2017,10,Vivienda Popular,Comercial,Comercial,3,1
2016,08,Vereda Santa Clara,Rural,2,3.88,17
2016,11,Arboleda,Servicios Especiales,Servicios Especiales,90.86,7
2016,03,Vereda El Aventino,Comercial,Comercial,13.33,3
2017,10,Vereda Farallones,Rural,2,5.68,22
2016,11,Vereda La Pola,Industrial,Industrial,27.75,4
2017,11,Morrogacho,Residencial,2,12.96,157
2018,05,Camelia,Residencial,4,8.43,14
2017,12,Bosques del Norte,Residencial,2,9.78,1631
2018,03,Tejares,Comercial,Comercial,36.67,3
2017,01,Arrayanes,Residencial,3,11.67,312
2016,03,La Estrella,Residencial,6,8.75,154
2016,12,San Antonio,Comercial,Comercial,13.41,130
2018,01,Vereda La China,Residencial,4,29,1
2016,09,Vereda Java,Rural,3,9.11,9
2016,12,San Jorge,Servicios Especiales,Servicios Especiales,604.5,2
2016,08,San Jorge,Residencial,4,12.89,435
2017,01,La Cumbre,Comercial,Comercial,7.67,3
2017,12,Belen,Oficial,Oficial,550,1
2016,04,Vereda La Pola,Industrial,Industrial,31.5,4
2017,02,CampoHermoso (Univ. Mzles),Comercial,Comercial,21.06,147
2018,04,Vereda El Aventino,Servicios Especiales,Servicios Especiales,56,1
2017,04,Valles de la Alhambra,Residencial,6,20,1
2017,02,Cervantes,Residencial,3,14.32,1268
2017,11,Milan,Residencial,4,12.24,17
2017,05,Guamal,Comercial,Comercial,16.82,11
2016,06,Caserio La Enea,Comercial,Comercial,0,1
2018,05,Santana,Residencial,1,13,1
2016,07,CampoHermoso (Univ. Mzles),Residencial,3,12.08,224
2017,11,Vereda La Violeta,Oficial,Oficial,48,1
2018,06,La Sultana,Servicios Especiales,Servicios Especiales,10.5,2
2018,02,La Toscana,Oficial,Oficial,822,4
2016,05,Topacio,Residencial,2,4,2
2017,03,La Francia,Residencial,5,7.43,146
2016,02,Vereda Cuchilla del Salado,Residencial,3,8,1
2017,11,Villa Kempis,Residencial,2,4,1
2017,01,Eucaliptus,Residencial,1,16.09,55
2016,08,La Enea,Residencial,1,12.12,17
2016,04,CampoHermoso (Univ. Mzles),Industrial,Industrial,2,1
2016,11,CampoAmor,Residencial,3,14,1159
2016,09,La Toscana,Residencial,2,12.09,130
2018,05,Sacatin,Residencial,2,12.49,133
2018,06,La Toscana,Residencial,2,11.7,131
2018,07,Santa Helena - Conjunto La Estacion,Servicios Especiales,Servicios Especiales,49.83,6
2017,11,Vereda La Linda,Rural,3,12.41,41
2018,02,Vereda Cueva Santa,Rural,2,9.5,16
2017,10,Asturias,Rural,3,29,1
2017,02,Eucaliptus,Residencial,2,11.1,337
2016,06,Los Agustinos,Oficial,Oficial,64,1
2017,09,Vereda La Linda,Industrial,Industrial,66.5,2
2016,02,Camilo Torres,Residencial,2,13.24,374
2016,07,El Paraiso,Oficial,Oficial,35.5,2
2017,11,Vereda Manzanares,Rural,1,6.59,44
2017,08,las Colinas,Residencial,3,13.52,616
2016,11,Vereda Guacas,Comercial,Comercial,49.6,5
2018,01,CampoHermoso (Univ. Mzles),Residencial,4,10.57,1997
2016,08,CampoAmor,Comercial,Comercial,8.72,43
2016,03,Bosques de Niza,Residencial,4,9.76,462
2017,10,Vereda Cuchilla de los Santa,Rural,2,11.57,30
2017,03,Eucaliptus,Residencial,2,11.27,337
2017,08,Vereda La Cabaña,Rural,6,11,5
2017,08,Bosques de Niza,Residencial,6,21,1
2018,02,San Joaquin,Oficial,Oficial,48.75,4
2016,06,La Estrella,Residencial,5,9.45,345
2016,12,Chachafruto,Residencial,3,27,1
2018,03,Chipre,Industrial,Industrial,221.33,3
2017,09,El Palmar,Residencial,3,14,1
2017,03,VillaHermosa - La Playa,Residencial,2,12.16,1706
2018,03,Vereda El Chuzo,Rural,3,4.75,12
2016,11,Vereda La China,Residencial,4,23,1
2016,08,La Estrella,Residencial,5,11.19,345
2017,10,Zona Industrial,Residencial,2,18.76,46
2018,03,Vereda Bajo Corinto,Comercial,Comercial,133.5,4
2016,02,Versalles,Residencial,5,10.55,385
2016,07,CampoHermoso (Univ. Mzles),Residencial,1,13.2,49
2016,05,Versalles,Residencial,1,11.29,7
2017,09,Caserio La Enea,Comercial,Comercial,4,1
2018,05,Zona Industrial,Suministro a Constru,Suministro a Constru,0,1
2016,01,La Leonora,Residencial,6,9.36,202
2017,07,Baja Leonora,Comercial,Comercial,3.2,5
2016,08,Chipre,Residencial,2,14.42,57
2016,08,Vereda El Arenillo,Residencial,4,37,1
2017,01,Aranjuez,Servicios Especiales,Servicios Especiales,10.5,2
2017,09,San Jorge,Residencial,5,8.39,85
2016,07,Nevado,Residencial,1,12.93,459
2016,01,Vereda Quiebra de Velez,Rural,4,42.75,4
2018,02,Estambul,Rural,1,10.56,9
2018,05,Sacatin,Residencial,4,10.63,43
2017,02,Vereda El Arenillo,Rural,6,27,1
2016,05,Vereda La Argelia,Oficial,Oficial,16,1
2017,11,Vereda La Cabaña,Rural,5,18.81,37
2018,01,El Sol,Comercial,Comercial,4.16,68
2016,10,Vereda San Peregrino,Rural,2,16.69,111
2017,05,Versalles,Residencial,6,7.48,462
2016,08,Vivienda Popular,Comercial,Comercial,3,1
2017,03,La Carola,Comercial,Comercial,8.58,12
2016,02,Vereda La Trinidad,Servicios Especiales,Servicios Especiales,128,1
2016,01,Vereda La China,Rural,3,25.67,15
2017,12,Los Agustinos,Residencial,3,12.2,325
2018,05,San Jose,Residencial,2,15.6,126
2018,03,Vereda La Palma,Comercial,Comercial,11,2
2017,05,Caserio La Enea,Residencial,4,8.4,35
2016,08,Arboretes,Residencial,5,18,2
2017,06,San Antonio,Oficial,Oficial,163.5,6
2018,05,Vereda Quiebra de Velez,Comercial,Comercial,0,1
2017,02,Lleras,Residencial,5,15,10
2016,04,Palogrande,Oficial,Oficial,164.63,24
2016,08,La Leonora,Residencial,6,7.34,218
2017,02,Santa Helena - Conjunto La Estacion,Residencial,2,13.5,6
2016,08,El Trebol,Servicios Especiales,Servicios Especiales,6.67,3
2016,12,Milan,Residencial,3,12.67,6
2016,02,Solferino,Oficial,Oficial,33.4,5
2017,12,Colombia,Residencial,3,12.85,430
2018,03,Vereda Morrogordo,Rural,2,9.3,10
2018,05,San Joaquin,Residencial,2,12.82,39
2016,07,Vereda Cuchilla de los Santa,Rural,2,11.27,26
2018,05,Vereda La Aurora,Servicios Especiales,Servicios Especiales,2,1
2016,12,Vereda Quiebra de Velez,Comercial,Comercial,13,1
2016,02,Vereda Quiebra de Velez,Rural,3,14.25,4
2016,08,Arrayanes,Suministro a Constru,Suministro a Constru,0,1
2017,05,Vereda Alto del Zarzo,Rural,4,14.5,2
2018,03,El Sol,Residencial,6,4.56,39
2017,09,Vereda Bajo Corinto,Residencial,2,12,31
2018,03,Jesus de la Buena Esperanza,Residencial,2,14.41,219
2017,05,Milan,Oficial,Oficial,34,1
2017,01,El Campin,Residencial,2,20.2,5
2017,11,Isabella,Residencial,1,15,2
2016,03,San Sebastian(III Etapa),Residencial,1,9.23,777
2016,08,Chipre,Residencial,4,10.82,2143
2018,03,Colon,Industrial,Industrial,76.5,2
2017,06,San Antonio,Servicios Especiales,Servicios Especiales,33.33,3
2017,01,Vereda La Palma,Rural,3,12.64,22
2017,02,Balcones de Chipre,Residencial,3,17,1
2016,12,Santa Helena - Conjunto La Estacion,Comercial,Comercial,44.46,39
2016,12,Centenario,Oficial,Oficial,162.75,8
2016,03,MalHabar,Residencial,2,12.14,70
2016,04,Arboleda,Comercial,Comercial,13.21,42
2016,10,La Asuncion,Oficial,Oficial,40,5
2016,05,VillaLuz,Residencial,2,11.2,222
2016,12,Alta Suiza,Residencial,3,3.26,667
2018,02,Vereda Santa Clara,Oficial,Oficial,49,1
2017,03,Lusitania,Comercial,Comercial,6,1
2017,03,VillaLuz,Residencial,3,13.04,77
2017,09,Vereda La Cabaña,Suministro a Constru,Suministro a Constru,99,5
2018,02,Lleras,Residencial,3,12.95,218
2017,06,La Enea,Residencial,4,9.88,500
2017,11,Fundadores,Residencial,3,14.65,324
2016,09,Centro,Residencial,3,12.35,908
2018,07,Santa Helena - Conjunto La Estacion,Residencial,6,3,1
2018,04,Bosques de Niza,Residencial,6,15,1
2017,03,Vereda Bajo Corinto,Residencial,4,0,1
2018,05,El Caribe,Residencial,1,23,3
2016,11,El Carmen,Residencial,2,16.69,460
2018,02,Alta Suiza,Oficial,Oficial,50.75,4
2018,02,Vereda Bajo Corinto,Rural,1,17.67,3
2016,10,Vereda Guacas,Oficial,Oficial,16.5,2
2016,11,Los Agustinos,Oficial,Oficial,78,1
2018,01,Parque Castilla(Rincon Castilla),Residencial,3,3.75,55
2018,01,Aranjuez,Servicios Especiales,Servicios Especiales,2,2
2018,01,Vereda Quiebra de Velez,Rural,5,9,1
2017,02,Estambul,Comercial,Comercial,66.13,16
2016,07,El Trebol,Residencial,2,19,2
2017,01,San Antonio,Residencial,3,13.96,423
2018,04,Vereda Bajo Corinto,Industrial,Industrial,181,1
2016,04,San Cayetano,Oficial,Oficial,3,1
2018,06,Vereda Minitas,Comercial,Comercial,21,1
2018,05,Santa Helena - Conjunto La Estacion,Residencial,2,10.17,6
2018,04,Vereda San Peregrino,Rural,1,10.16,85
2016,07,Estambul,Residencial,3,7.92,1081
2017,11,El Carmen,Residencial,2,14.87,467
2017,07,Vereda La Palma,Oficial,Oficial,1231.5,2
2017,12,Vereda Agua Bonita,Industrial,Industrial,7,1
2016,12,Fundadores,Residencial,4,13.59,223
2017,08,Zona Industrial,Residencial,1,11,1
2017,05,Vereda La Violeta,Servicios Especiales,Servicios Especiales,50,1
2018,03,Versalles,Industrial,Industrial,378.33,6
2016,01,CampoHermoso (Univ. Mzles),Residencial,1,14,49
2017,10,Arrayanes,Residencial,4,6.48,93
2017,08,Aranjuez,Servicios Especiales,Servicios Especiales,1.5,2
2016,01,Eucaliptus,Residencial,1,17.18,55
2017,05,Villa Nueva,Residencial,3,9,3
2017,04,Colseguros,Residencial,5,7.7,270
2017,08,Las Americas,Residencial,5,37.29,7
2018,05,San Sebastian (I - II Etapa),Suministro a Constru,Suministro a Constru,68.5,2
2016,11,Vereda La China,Rural,4,19,3
2017,01,Alta Suiza,Residencial,6,8.72,514
2018,05,Nevado,Oficial,Oficial,60.4,5
2017,02,Vereda Alto del Naranjo,Industrial,Industrial,26.33,6
2018,01,Castellana,Residencial,6,17.07,28
2018,01,La Asuncion,Comercial,Comercial,12.74,19
2016,08,Vereda La Palma,Rural,3,11,21
2017,03,La Sultana,Comercial,Comercial,13.81,32
2016,07,La Florida,Suministro a Constru,Suministro a Constru,3.5,2
2018,05,Vereda El Rosario,Rural,5,14.52,21
2017,03,Sinai,Oficial,Oficial,40,2
2018,01,Vereda Farallones,Rural,5,27,1
2017,09,El Porvenir,Residencial,2,10.61,438
2018,05,La Asuncion,Residencial,3,12.1,719
2016,02,Vereda La Aurora,Comercial,Comercial,8,1
2018,05,Chachafruto,Oficial,Oficial,1045.5,2
2017,10,Isabella,Residencial,1,15,2
2017,10,Gonzalez,Residencial,2,11.34,61
2016,08,Los Cedros,Comercial,Comercial,14.38,8
2018,05,SanCancio,Residencial,6,10.81,2011
2017,10,Estambul,Residencial,1,14,16
2016,03,Zafiro,Residencial,1,6.28,53
2018,05,MalHabar,Residencial,2,12.82,71
2018,05,las Delicias,Servicios Especiales,Servicios Especiales,3.5,2
2016,06,Asturias,Industrial,Industrial,617,1
2017,03,Milan,Oficial,Oficial,29,1
2016,08,Galan,Oficial,Oficial,35.5,4
2017,07,Vereda La China,Rural,4,26,3
2016,05,La Toscana,Comercial,Comercial,223.78,9
2017,08,La Avanzada,Comercial,Comercial,9,1
2016,01,PaloNegro,Residencial,3,9.25,330
2017,02,Vereda La Violeta,Rural,3,15.57,7
2017,11,Pio XII,Residencial,3,19,1
2016,04,El Carmen,Oficial,Oficial,91,4
2017,08,Estrada,Residencial,2,13.83,6
2016,06,20 de julio,Oficial,Oficial,154,1
2017,10,Vereda Bajo Corinto,Residencial,2,11.74,31
2016,06,Asturias,Comercial,Comercial,62.46,28
2016,03,Vereda El Aventino,Oficial,Oficial,24,3
2017,02,Uribe,Residencial,3,11.82,505
2017,05,Saenz,Residencial,3,6.67,6
2016,09,Santana,Residencial,1,0,1
2017,07,Vereda San Peregrino,Servicios Especiales,Servicios Especiales,51,2
2017,07,El Trebol,Residencial,2,21,2
2018,06,Residencias Manizales,Servicios Especiales,Servicios Especiales,12.75,8
2017,02,Villapilar,Residencial,1,12,43
2017,10,Colseguros,Residencial,5,7.32,270
2016,02,Alta Suiza,Residencial,5,8.26,567
2017,10,Vereda La Cabaña,Rural,4,14.52,54
2017,02,Los Alcazares,Residencial,5,10.63,30
2016,12,La Carola,Residencial,3,10.09,1566
2018,01,Vereda La Cabaña,Rural,5,16.08,37
2018,06,Vereda Minitas,Rural,3,17,5
2016,01,Vereda La Argelia,Comercial,Comercial,19,2
2017,01,Vereda Java,Oficial,Oficial,47,1
2016,02,Lleras,Residencial,3,13.4,212
2017,09,La Florida,Residencial,1,9.56,27
2018,04,Bosconia,Residencial,2,6,7
2018,05,Alta Suiza,Industrial,Industrial,2599.29,7
2017,12,Vereda Farallones,Rural,1,6,19
2017,10,Minitas,Comercial,Comercial,23.38,13
2016,02,Las Americas,Residencial,4,11.92,12
2017,02,Valles de la Alhambra,Residencial,6,31,1
2017,12,Cervantes,Residencial,2,18,12
2017,03,La Carola,Residencial,2,13.59,379
2017,11,Centenario,Comercial,Comercial,24.5,12
2016,05,Fatima,Servicios Especiales,Servicios Especiales,44.25,4
2016,02,Fundadores,Residencial,4,13.67,219
2018,01,Vereda Cueva Santa,Rural,3,61,1
2017,09,Arboretes,Residencial,5,16.5,2
2018,02,El Caribe,Comercial,Comercial,17.29,7
2018,06,VillaHermosa - La Playa,Suministro a Constru,Suministro a Constru,46,1
2017,10,SanCancio,Oficial,Oficial,6,1
2016,11,Vereda Alto Corinto,Residencial,4,0,1
2016,02,PaloNegro,Residencial,4,12.19,134
2018,06,Vereda Quiebra de Velez,Comercial,Comercial,0,1
2017,09,las Colinas,Comercial,Comercial,55.82,11
2017,07,las Colinas,Servicios Especiales,Servicios Especiales,21,1
2016,04,Altos de Granada,Residencial,3,10.81,197
2017,03,La Leonora,Residencial,5,10.84,448
2017,01,20 de julio,Residencial,1,14.73,216
2017,06,Puerta del Sol,Comercial,Comercial,4.5,2
2016,11,Vereda Manzanares,Rural,5,12,1
2017,06,El Bosque,Comercial,Comercial,10.37,179
2017,06,Vereda Agua Bonita,Rural,3,13.5,6
2016,07,Vereda San Peregrino,Servicios Especiales,Servicios Especiales,59.5,2
2016,10,Estambul,Servicios Especiales,Servicios Especiales,118.5,2
2016,12,Vereda Bajo Tablazo,Residencial,3,43,1
2018,02,Aguacate,Residencial,1,7.19,37
2016,01,Residencias Manizales,Residencial,2,21,1
2017,04,Lusitania,Residencial,3,10.04,306
