ANIO,ESTRATO,PROMEDIO
2018,1,9
2017,2,13.06
2016,6,9.35
2017,1,3.97
2016,3,10.66
2018,1,13.09
2017,5,3
2017,1,12.7
2016,2,13.29
2017,3,8.89
2017,1,15.33
2018,4,12
2018,4,13.89
2017,1,11.62
2018,3,7
2017,1,8
2016,4,14
2018,2,10.69
2017,2,12.59
2017,6,20.61
2017,3,13.3
2016,3,10.84
2018,5,6.42
2017,2,4.29
2016,2,9.22
2017,5,20
2017,2,12.68
2017,2,15.57
2017,3,5
2016,3,16.14
2016,2,16.67
2017,1,20.5
2017,4,9.18
2017,4,11
2017,1,30
2016,2,9.07
2016,2,10.83
2016,3,7
2018,4,10.25
2016,2,11.9
2016,3,8.5
2016,1,13.79
2018,3,2.81
2016,6,12.5
2018,2,9.86
2017,2,14.17
2018,1,14.49
2017,2,40.5
2016,3,11.56
2018,4,10.41
2016,6,11.88
2018,2,2
2016,4,9.33
2017,2,10.77
2017,2,8
2017,4,44
2017,2,11.66
2017,6,12.71
2017,2,28
2016,3,12.75
2017,5,11.56
2018,2,15.04
2017,1,7.5
2016,6,12.15
2017,5,10
2018,3,3.65
2017,3,6
2016,2,10.67
2017,4,12.53
2016,2,11.29
2018,6,13.69
2016,1,13.23
2017,4,9.69
2016,5,20.16
2017,1,7
2016,2,16.75
2017,3,13.5
2016,3,12
2016,2,27
2018,1,4.92
2018,3,37.62
2017,3,5.09
2017,2,9.67
2017,5,7.6
2018,3,13.1
2017,1,12.18
2017,2,6.25
2018,3,12.1
2016,2,10.18
2016,4,10.56
2017,2,13.46
2018,6,9.36
2017,3,12.86
2017,4,12.37
2017,4,11.33
2017,1,22.67
2017,4,7.15
2018,1,25
2016,3,12.11
2017,4,14.75
2016,1,18.5
2017,2,6.67
2018,4,13.17
2018,3,12.45
2016,4,10.55
2017,2,17.53
2017,5,11.7
2017,2,9.02
2016,1,11.23
2016,4,1
2017,6,10.04
2017,4,9.68
2016,1,9.78
2016,4,9.82
2017,4,11.34
2018,4,12.31
2018,6,13.55
2016,6,3
2018,2,11.35
2017,3,17
2016,2,10.51
2016,3,25.54
2016,1,6.73
2016,1,9.02
2016,1,19.3
2018,2,19.06
2017,4,10.46
2018,1,20.5
2017,6,22.4
2017,4,10.33
2017,4,12.22
2018,2,6.92
2017,4,12.17
2016,3,12.67
2016,6,11.6
2018,2,7.67
2018,1,7.05
2017,2,9.15
2017,2,9.03
2018,2,42
2018,5,10.61
2016,2,14.46
2018,3,14
2017,4,11
2017,4,5.15
2018,3,12.86
2016,1,13.82
2017,4,25.5
2018,1,6.3
2017,2,15
2017,3,3.01
2017,4,43
2017,1,11.58
2018,4,14.34
2017,3,12.29
2016,4,5
2018,4,16.69
2017,3,13.96
2017,2,13.96
2017,3,14.52
2016,1,14.13
2017,3,7.67
2016,2,17.31
2017,1,9
2016,2,15.03
2016,3,1.5
2016,2,13.07
2017,2,6.58
2017,3,18.63
2017,1,9.25
2018,2,12.27
2017,1,10
2017,3,11.33
2016,3,12
2017,1,3.09
2017,2,15.13
2018,3,12.3
2016,2,17.23
2017,3,11.91
2016,3,10.66
2017,3,14.37
2016,3,18.14
2017,3,13.74
2016,4,13.54
2016,3,5
2016,2,11
2017,4,19.5
2016,2,3
2018,1,14.64
2016,3,12.59
2017,2,7.33
2016,4,11.01
2016,2,17.37
2017,3,11.4
2016,2,18.91
2017,5,34
2017,3,12.84
2016,4,11
2016,4,9.47
2016,1,0.33
2017,1,6.78
2017,2,10.64
2016,4,23.47
2016,1,5.5
2017,4,21
2018,2,7.13
2017,5,6.81
2016,2,14.72
2018,3,2.5
2018,1,10
2016,5,14
2018,5,7.12
2017,2,12.04
2017,2,9.98
2017,2,20.15
2017,6,7.69
2016,3,9
2018,2,18.57
2017,2,5
2017,1,10.1
2016,1,10.28
2016,6,7.9
2018,4,9.72
2016,4,11.97
2016,5,15
2018,1,32.5
2017,1,18.08
2016,1,18
2017,3,12.84
2018,2,11.27
2016,3,12.55
2017,1,4
2017,3,10.45
2017,4,53
2016,1,19
2017,3,11.85
2016,1,12.22
2017,5,7.27
2016,4,40
2017,3,14.08
2017,6,1
2016,2,3.18
2016,2,11.33
2018,3,13.88
2016,6,11.13
2016,1,7.27
2017,4,8.78
2018,2,19.94
2016,2,16.07
2018,5,10.47
2018,3,8.16
2016,4,18.83
2016,5,17
2017,5,17.7
2016,2,4.86
2018,2,13.63
2017,1,7.66
2016,3,9.8
2016,1,23.33
2016,2,13.1
2017,1,12.54
2016,2,9.67
2018,2,1
2016,4,11.16
2017,1,6
2016,1,6.76
2017,3,9.1
2018,3,14.5
2017,1,3
2018,5,11.33
2017,6,19.98
2017,3,11.46
2018,3,37
2017,6,14.9
2017,1,14.07
2016,4,9.73
2016,6,34
2016,5,11
2017,3,6.33
2017,6,6
2016,2,14.27
2016,1,10.67
2017,2,8.92
2016,1,15.67
2017,4,10
2016,4,2
2017,1,8.52
2016,3,11.5
2017,2,3
2016,2,10.55
2016,1,13.67
2017,4,7
2016,3,13.2
2017,4,38.33
2018,2,10.58
2016,3,10.74
2017,1,11.33
2018,2,12.32
2017,5,9.24
2017,1,5.3
2016,6,11.2
2018,1,6.24
2018,5,12.73
2016,2,9
2018,4,3
2017,1,11.33
2016,2,12.23
2016,4,20.38
2016,2,11.63
2016,1,8.28
2016,2,8.5
2016,1,14.9
2017,2,12
2017,2,6.16
2016,5,6
2017,6,5
2017,6,10.16
2016,4,12.53
2017,1,17
2018,4,12.58
2017,1,12
2017,4,13.04
2017,1,15
2017,2,10.18
2017,2,11
2016,2,10
2018,1,8.76
2016,1,6.36
2017,1,16.71
2016,1,17.2
2018,3,17.86
2017,3,14.46
2018,3,10.67
2018,2,12.71
2018,4,10.74
2016,1,10.5
2016,1,14.17
2017,2,9.75
2016,4,1
2016,4,4.67
2018,3,10.13
2018,3,13.22
2016,3,0.5
2017,2,10
2017,4,9
2016,3,8.8
2018,2,11.34
2018,3,13.55
2017,1,11.89
2017,4,75
2016,3,13.53
2016,1,16.02
2017,1,9.08
2016,2,4.71
2017,4,49.5
2017,2,17
2017,1,12
2017,4,10.03
2017,4,10
2016,3,11.06
2016,4,7.86
2016,5,12
2018,1,8
2017,1,38
2016,3,29
2017,2,17.8
2016,4,7.38
2016,6,12.6
2017,5,11.44
2018,5,16
2017,6,8.6
2016,4,2
2016,2,5
2017,2,14.15
2016,5,13.23
2016,3,10.95
2017,2,14.02
2018,6,27
2017,2,0.5
2016,3,9.34
2018,1,16
2017,2,12.88
2016,1,12.71
2017,1,13.22
2018,3,12.6
2016,1,13.67
2018,5,11.43
2017,3,19.36
2016,5,67
2016,4,15.22
2018,1,82
2016,3,16.13
2016,3,11.24
2018,5,10.05
2018,4,1
2017,1,29.5
2017,2,18
2016,2,11.52
2016,4,54.75
2018,1,20.75
2017,3,12.96
2017,1,13.28
2017,2,14.58
2018,3,15.23
2017,2,6
2017,2,13.59
2018,2,9
2018,2,13.29
2016,3,27.89
2016,1,15.33
2017,1,11.12
2018,1,5.78
2017,3,11.29
2018,2,11.92
2017,3,8.11
2016,4,91
2017,1,13.17
2016,2,20
2017,3,0.4
2018,2,14.21
2018,1,11.76
2017,4,37.59
2016,3,14.63
2017,6,2
2018,2,12.18
2017,2,12.87
2017,3,8.5
2018,2,13.61
2016,3,26.6
2016,1,9.57
2018,3,14
2016,6,8.12
2017,3,14
2018,3,10.21
2017,3,15.47
2017,5,7
2016,3,7
2018,4,7.2
2018,3,24
2017,4,12.31
2016,5,10.86
2017,3,11
2016,4,3
2016,3,28
2017,3,13.97
2016,3,7.8
2018,3,5.67
2018,2,12.85
2016,2,10.49
2018,1,6.65
2016,3,0.6
2016,4,10.25
2016,1,13.3
2016,2,13.52
2016,3,14
2018,4,11.4
2018,4,4
2016,3,8.82
2016,1,11
2016,1,11.08
2017,5,7
2018,2,7.4
2017,4,14.6
2017,3,12.5
2018,4,12.15
2017,2,13.93
2016,2,10
2017,2,12.92
2018,3,11.4
2016,5,22.5
2016,3,13.33
2016,3,8.28
2016,1,10.53
2016,2,14
2017,2,12.99
2016,4,8.98
2016,2,7
2016,4,10.5
2016,4,16.67
2017,2,16.17
2016,6,8.19
2018,1,9.33
2017,3,14.63
2017,6,7.5
2018,5,40
2016,1,14.5
2018,2,10.49
2016,3,5.86
2016,3,9.92
2017,3,1.5
2017,4,13.6
2018,3,6
2016,2,7.15
2016,5,31
2018,4,7.4
2017,3,14
2018,4,13
2017,3,37.5
2016,1,6.92
2017,3,10.2
2018,4,5
2017,1,19.3
2017,2,10.82
2017,2,12.09
2018,3,9.5
2018,6,1
2016,4,1
2018,3,37
2017,1,13.16
2018,2,11.25
2016,6,5
2018,4,10.77
2016,3,37
2017,2,11.24
2016,2,11.25
2017,3,12.51
2016,1,10.27
2017,1,13.33
2017,2,9.55
2017,1,10.2
2016,2,16.19
2017,1,5
2018,3,13.63
2018,3,10.89
2018,3,12.46
2016,5,9.76
2016,4,16.79
2018,1,4.42
2016,2,11.72
2018,1,14.07
2016,4,14.79
2017,4,12.25
2017,2,32
2016,4,10.55
2016,3,13.33
2016,2,6
2017,2,11.52
2016,3,17
2016,4,11.75
2016,2,12.56
2017,2,2
2016,2,6.81
2016,1,9.11
2016,4,14
2017,2,9.75
2017,1,13.5
2016,1,13
2016,2,11
2016,1,15.91
2018,2,9.74
2016,5,10.68
2017,1,11.82
2016,2,14
2016,3,13.39
2016,4,11
2018,2,7.5
2017,1,11.61
2018,1,7.18
2016,3,13.73
2017,1,22
2018,4,12.35
2016,3,14
2017,1,11.9
2017,3,9.7
2017,2,12.25
2016,3,2
2016,6,13.93
2016,2,13.94
2017,2,14.47
2017,1,13.51
2017,1,17.12
2017,2,13.91
2016,2,15.79
2018,4,4.56
2016,2,13.29
2017,3,9.06
2017,2,12
2017,3,9.49
2017,2,15
2018,5,8.35
2017,1,5
2017,4,20.33
2017,1,5.5
2016,2,19.58
2016,5,13.6
2017,1,6.92
2016,2,6
2016,2,11.61
2016,2,13.32
2017,4,10.51
2017,3,13.95
2017,2,16.83
2017,2,12.6
2017,2,13.64
2016,2,12.91
2016,5,7.43
2016,4,17.5
2017,4,9.74
2016,1,18.2
2016,1,5
2017,1,8
2016,3,13.94
2018,3,6.5
2018,3,3
2018,3,7.54
2016,1,11.15
2017,3,11.82
2018,3,12.07
2017,1,7.79
2017,1,12.76
2017,3,11.77
2018,3,11.87
2016,3,14.79
2016,1,41
2018,5,10.05
2016,2,14
2016,5,5
2016,3,27.83
2017,3,8
2018,3,13.05
2016,3,11.5
2016,2,4
2017,5,31.86
2016,4,6
2018,1,11.45
2017,4,8.4
2017,3,13.26
2017,2,8.5
2018,3,12.42
2018,3,10.23
2017,4,7.7
2017,4,12.31
2016,2,13.31
2017,3,23
2017,1,7.26
2017,3,8.28
2016,3,8.07
2018,3,11.74
2017,1,8.58
2018,5,16.22
2016,2,9.48
2017,3,10.64
2017,2,3
2016,4,4
2017,1,28
2017,2,2
2018,2,13.09
2016,1,10.17
2017,2,13.8
2018,2,11.83
2017,1,25.5
2018,2,13.38
2017,2,14.76
2016,4,11
2016,1,12
2016,2,4.5
2016,5,10.26
2018,4,12.24
2018,1,6.05
2017,2,7
2018,3,7.5
2016,3,24.58
2017,4,10.24
2018,2,6.5
2018,2,6.75
2016,2,11.38
2018,3,7.5
2017,4,7.42
2016,2,13.73
2017,4,1.5
2017,3,7.92
2017,3,12.43
2018,2,9.71
2017,3,13.22
2017,2,17.09
2017,6,11.77
2016,1,11.68
2017,3,14.01
2017,2,9.52
2018,2,8.6
2016,2,13.44
2017,3,14.76
2017,5,17
2018,3,3
2017,6,21
2016,2,17.46
2017,3,15.22
2016,1,16
2016,5,25.57
2016,4,11.44
2017,3,12.34
2016,4,17
2016,2,16.81
2016,4,8.72
2016,3,11.06
2018,2,13.2
2016,5,8.2
2017,3,12.44
2018,1,14.5
2017,3,11.59
2017,1,10.29
2017,3,10.32
2018,1,1
2017,1,12.05
2017,3,9.78
2017,1,6.59
2016,4,6.36
2016,2,14.26
2016,3,9.16
2016,1,8.67
2016,3,11
2016,3,13.33
2016,2,11.08
2018,4,7.6
2016,1,15.04
2017,3,14.79
2018,1,19.75
2016,3,16.84
2016,6,13.2
2016,1,6
2017,4,15.6
2018,6,12.12
2017,4,12.2
2018,5,6.98
2016,2,2
2016,1,13
2017,2,24
2017,1,6.77
2017,3,13.39
2018,4,29.67
2017,2,21.02
2016,3,8
2016,1,10.15
2016,1,12.36
2016,1,5.44
2016,1,11.52
2017,3,11.62
2016,2,17.36
2018,6,7.83
2018,1,14.25
2016,2,12.5
2017,6,6
2018,1,9.57
2016,3,17.51
2016,2,4
2018,6,9.57
2017,2,12.79
2016,2,11.5
2017,2,16.22
2016,1,9.45
2018,3,12.74
2017,6,27
2016,1,13.16
2016,3,18.8
2017,3,9.22
2017,1,12.72
2017,4,8.5
2016,2,3
2016,5,6
2017,1,9.94
2016,1,12.44
2017,1,20
2018,2,11.4
2017,2,11.82
2016,4,4.79
2018,4,10.49
2016,2,13.77
2017,1,17
2017,4,11.48
2018,1,9.71
2017,5,10.74
2017,3,9.87
2017,3,12.18
2016,2,11.33
2016,3,8.86
2017,1,13.7
2017,6,11.84
2018,2,8.33
2017,3,22.33
2018,2,17.09
2016,3,8.74
2016,3,12.46
2016,2,12.01
2016,6,7.9
2016,1,8.5
2017,4,10
2018,3,11.67
2016,1,7.21
2017,2,13.81
2017,2,16.34
2017,3,14
2017,5,11.66
2017,2,30
2017,1,3.68
2016,2,13.05
2018,2,16
2016,1,12.24
2017,2,5.88
2017,2,9.67
2016,2,10
2017,1,4
2017,3,10.26
2016,6,14.57
2016,2,14.09
2017,5,7.08
2018,1,11.84
2018,1,3
2016,4,27
2018,1,6.15
2017,2,17.45
2017,6,7
2016,2,8.88
2018,2,6.5
2018,3,12.03
2016,2,44
2017,3,30
2016,3,12.06
2016,3,14.6
2017,6,3
2018,1,10.02
2017,1,7.48
2018,2,14.05
2018,4,18
2016,2,27.5
2018,2,10
2017,2,7.8
2018,5,6.19
2016,1,11.84
2017,3,16.02
2018,4,8.63
2017,3,12.67
2017,3,14.47
2018,3,7.11
2018,1,4
2017,6,8.48
2017,3,12.84
2017,4,24
2016,1,12.55
2017,4,16.5
2016,3,12.91
2017,1,10.67
2017,4,43
2016,2,14.67
2016,1,12.57
2016,1,6.25
2016,1,1
2016,2,9.9
2017,1,11.21
2017,1,8.33
2016,4,35
2018,4,11
2017,3,11.42
2017,3,9.22
2017,6,12.76
2016,3,9.09
2018,1,8.86
2017,2,20.5
2018,2,2.47
2017,2,7
2018,6,14.74
2017,3,12
2017,1,11.81
2018,1,14.73
2017,4,7.21
2017,3,5.76
2018,4,10
2016,1,4
2017,3,10.46
2016,1,7
2017,1,12.33
2018,4,10
2017,3,23.18
2016,5,10.4
2017,4,9.8
2016,4,12.41
2017,1,9.98
2017,1,15.2
2017,2,12.9
2017,4,8
2017,3,11.97
2017,1,14.29
2016,4,38.52
2016,3,7.82
2017,1,9
2018,3,13.25
2017,2,12.89
2018,5,12.5
2017,6,11.17
2017,4,11.08
2016,1,15.37
2016,4,12.41
2017,1,9.5
2017,6,22
2018,5,9.78
2016,1,19.9
2017,2,6
2016,4,17
2017,2,84
2017,3,13.4
2016,1,3
2017,5,38
2017,3,11
2016,2,9.5
2016,2,15.83
2016,3,13.13
2017,1,13.24
2016,4,11
2017,3,13.83
2016,2,9.98
2018,3,14.32
2017,4,10
2017,4,7.49
2017,3,29
2016,3,11.85
2017,1,16.67
2016,2,6.73
2016,4,62
2017,4,11.68
2016,4,12.54
2016,1,11.95
2017,3,6.76
2016,3,13.74
2017,1,7.34
2016,3,8
2017,1,13.39
2018,2,5.37
2016,5,12.06
2016,3,21.3
2018,3,14.45
2016,1,5.44
2016,4,24
2016,2,4.59
2016,2,6
2016,3,12.38
2018,2,8.91
2016,1,13
2016,1,10.67
2016,1,17.14
2016,1,11.65
2016,2,12.33
2017,3,11.56
2018,2,9.97
2016,3,12.75
2016,5,19
2016,4,7.83
2017,5,11.97
2016,3,11.52
2016,5,10.27
2017,1,10.42
2018,2,18
2017,2,13.84
2016,3,4.5
2017,2,10.1
2016,2,7.25
2016,3,12.04
2016,2,21
2017,3,10
2017,6,15.75
2017,6,89.25
2017,1,4.67
2016,4,6
2016,4,9.33
2017,3,4.02
2018,4,11.29
2018,2,10.83
2017,1,22
2016,5,5.06
2018,2,11.94
2016,1,7.48
2017,4,7.35
2016,5,31.33
2016,4,10.64
2017,1,13.67
2017,5,9
2017,5,10.54
2017,2,16.35
2017,2,15.04
2017,2,4.93
2016,6,28.41
2018,4,30.5
2017,3,7.02
2018,2,33
2017,2,17.14
2017,3,13.6
2016,1,12.35
2017,5,11
2017,4,14
2017,5,11.5
2018,3,10
2016,1,29
2017,1,8.48
2017,5,18.67
2017,3,15.17
2016,3,7.4
2017,2,17.69
2016,2,14.26
2017,3,23
2016,4,18.76
2017,2,7.5
2016,3,10.65
2017,3,5
2017,3,11.12
2018,1,13
2016,2,22.77
2017,1,14.42
2018,3,13.28
2016,3,12
2018,2,10.74
2018,2,6.15
2016,1,22.67
2017,3,11
2016,6,11.91
2016,2,11.93
2018,2,1
2017,6,10.77
2016,2,15.08
2017,3,14.45
2017,3,13.46
2017,3,13.21
2018,2,8.77
2016,3,6.16
2016,1,10
2018,4,12.5
2017,6,11.87
2016,3,26
2018,2,82
2016,5,10.43
2017,4,12.63
2016,1,10.39
2018,3,13.04
2017,1,14.44
2017,4,11.11
2017,1,13.64
2016,2,9.28
2016,1,12.14
2016,5,10.99
2016,1,7.5
2017,4,1
2017,1,9.5
2017,3,47
2018,1,11.78
2018,4,9
2017,5,10.16
2017,5,12.78
2018,2,12.18
2017,5,10.49
2017,3,7.76
2016,1,11.25
2016,3,9.74
2018,3,17.5
2016,2,12.14
2016,1,13.5
2018,2,8.3
2017,1,3.54
2017,2,16.34
2017,6,7.64
2017,3,10.53
2017,4,8.33
2018,1,5.03
2018,1,11.21
2017,2,12.6
2017,1,9.57
2016,2,4.86
2016,1,19
2017,3,12.83
2018,3,12.09
2016,4,21.38
2016,3,13.23
2017,3,13.09
2017,4,70
2017,1,6
2018,2,13.91
2017,1,10.79
2017,1,7
2018,3,13.6
2017,4,9.56
2016,2,14.96
2017,1,14
2018,1,6.75
2016,2,18.55
2018,6,2
2017,2,13.47
2017,2,13.47
2016,2,10
2017,4,13.5
2016,1,13
2016,2,12
2018,2,16.83
2016,4,5
2017,3,10.25
2017,6,11.74
2016,1,20
2017,1,14.71
2017,1,13.89
2016,1,14.33
2016,6,13.3
2017,4,6.5
2017,2,9
2017,3,8.33
2018,3,30
2016,2,7.75
2018,1,12.87
2016,3,13.05
2017,1,9.33
2016,3,11.57
2016,3,10.9
2018,1,12.73
2018,4,39
2016,4,12.59
2016,2,13.93
2016,4,4.5
2018,5,16
2016,4,29
2018,4,7.67
2016,4,9.14
2016,3,4.83
2017,1,13.03
2016,3,12.55
2016,2,15.68
2017,2,16.21
2018,3,10.81
2018,1,9.39
2017,2,16.5
2017,1,7.33
2018,3,12.67
2016,1,11.38
2017,3,26
2017,4,15
2017,3,3.5
2016,1,8.89
2016,3,4
2018,1,9.08
2018,5,1
2016,6,9.28
2016,2,14.17
2018,2,12.55
2018,1,19.5
2017,1,14
2017,3,14.03
2016,1,9
2017,5,7
2018,3,13.36
2016,1,7.96
2018,2,9.83
2017,5,13
2018,4,11.91
2017,3,7
2016,2,15
2017,1,8.54
2016,4,8
2016,3,13.81
2017,3,8.52
2017,4,13
2017,1,11.33
2016,2,14.43
2017,2,11.88
2016,2,16.4
2017,2,11.92
2017,1,12.6
2018,3,29
2016,1,14.29
2016,4,9.95
2017,4,12.31
2017,3,10.7
2016,4,12.15
2017,2,1
2016,2,15.29
2018,2,14.86
2017,2,12.94
2017,2,11.22
2016,1,12.52
2016,4,7
2017,3,4
2017,4,21.5
2018,1,12.65
2016,3,11.74
2018,1,18.67
2017,2,13.71
2018,6,12.31
2017,1,9.56
2017,4,53
2017,2,18
2016,2,10.96
2017,1,16.33
2017,1,11.12
2017,2,13.8
2017,4,12
2017,1,5.6
2017,2,17
2017,4,8
2018,4,11.51
2016,4,14
2016,1,12
2017,2,9.75
2017,2,8.54
2017,4,16.96
2016,1,14.22
2017,2,1.32
2016,5,9.74
2018,2,13.06
2016,5,4
2017,2,10.72
2016,2,7.25
2016,1,15.07
2017,3,10.87
2017,1,12.4
2018,1,12.83
2017,6,21.08
2017,2,8.99
2016,2,66
2016,1,13.4
2018,2,11.65
2017,3,11
2018,4,18.39
2017,4,8
2018,3,126
2018,6,24.5
2018,3,9.5
2018,3,48
2017,1,17.33
2016,3,11.75
2017,2,15.4
2016,1,8.75
2016,1,12.94
2018,1,12.78
2016,4,4.74
2016,1,9.72
2017,2,10.58
2018,5,8.13
2016,6,14.51
2017,6,9.96
2016,1,2.5
2018,4,5.67
2016,5,11.29
2017,6,23
2016,4,11.82
2018,2,11.41
2018,2,14
2016,1,12
2016,2,21.29
2016,3,8.91
2016,2,18.84
2017,4,10
2017,4,12.96
2016,1,19.6
2017,4,12.29
2016,1,14.47
2016,2,12.47
2016,1,17
2017,3,7.32
2017,2,18
2016,3,68.5
2017,3,9.2
2018,2,11.26
2017,2,25.4
2017,1,11.58
2018,6,8.3
2016,6,8
2016,1,7.5
2017,4,58
2017,3,14.95
2017,3,21.27
2017,2,16.75
2016,3,13.49
2017,4,1
2017,3,13.39
2016,5,11.51
2016,1,3
2018,4,24
2018,2,6
2016,3,14.16
2018,2,6.5
2018,3,9.71
2016,4,12.55
2017,1,14.47
2017,1,6.31
2017,1,11.01
2016,3,15
2016,3,6.55
2017,1,10.95
2016,3,13.69
2018,1,4.44
2018,2,15.25
2018,2,15.97
2018,3,13.06
2017,6,37
2016,2,13
2017,3,13
2017,3,7.24
2017,5,33.14
2017,3,13.52
2018,1,14
2017,1,13
2016,6,11.49
2017,1,10.22
2016,5,6
2018,3,14.72
2017,2,18.36
2016,3,6.47
2016,3,19.4
2017,5,12.65
2017,3,9.84
2017,1,8.07
2018,1,13.25
2016,4,21
2018,3,7.54
2016,1,13.71
2018,2,13.17
2016,3,9.38
2016,3,9
2016,3,13.81
2018,3,12.57
2016,2,6.88
2017,4,16.14
2016,4,9.86
2017,2,1.33
2016,1,8
2016,2,14.97
2016,5,9.39
2016,5,18.89
2017,3,12.31
2018,4,11.86
2017,2,14.33
2017,4,14.04
2017,2,11
2016,1,5.24
2016,3,10.5
2016,4,10.15
2017,5,9.93
2016,4,28.85
2016,1,7.21
2017,2,13.52
2017,2,22.75
2017,6,30.3
2016,2,10.83
2017,4,9
2016,4,6
2017,5,11.64
2017,4,12.84
2016,1,5.3
2016,1,11.44
2016,5,10.38
2017,4,17.31
2018,5,9.5
2018,3,18.45
2016,2,15.44
2016,2,29.5
2016,5,7.33
2016,2,16.28
2016,2,6
2017,1,12.33
2018,2,13.48
2016,4,68
2016,2,10.25
2017,2,8.67
2016,4,27.33
2016,3,22
2017,3,5.22
2017,3,12.02
2018,3,12.19
2017,2,13.7
2017,2,2
2017,6,5.49
2018,1,11.93
2017,2,17.74
2018,2,14.4
2018,4,6
2017,4,26.33
2016,3,15.75
2017,3,16
2017,5,18.35
2017,2,11.43
2016,2,14.69
2017,6,10.79
2016,1,8.75
2016,1,13
2016,2,26.5
2017,3,14.22
2018,1,29
2017,1,9.93
2016,1,3
2017,3,26.5
2017,1,11.22
2016,1,16
2017,4,11.65
2017,4,10.97
2018,3,5
2018,3,13.44
2016,4,12.33
2016,3,14
2016,5,15.89
2017,1,9.26
2017,2,20.08
2017,2,5.92
2018,1,7
2018,4,10.06
2017,6,18
2017,2,7.42
2017,5,28.43
2016,1,5.5
2017,3,13.16
2018,1,8
2017,2,11.75
2016,2,9.25
2016,1,5
2016,2,9.89
2016,4,11.73
2016,2,11.18
2016,6,14.31
2016,2,4
2018,2,14.28
2016,2,15.74
2016,2,9.82
2018,2,14.7
2016,1,16
2016,3,9.75
2018,4,13.24
2017,5,18.78
2016,5,8.65
2017,4,10.75
2018,4,5
2016,2,11.25
2016,3,22
2016,1,28
2016,3,9.52
2016,2,21.82
2017,1,14
2016,1,10
2017,2,15
2016,6,34
2017,3,18.27
2016,6,7.79
2017,4,13.91
2017,2,15.31
2018,5,10.53
2017,2,12.33
2017,3,12.03
2016,1,7.23
2017,1,9.29
2016,5,18.16
2017,2,6
2018,1,6.71
2017,2,14.8
2017,1,10.3
2017,1,4.81
2017,4,11.88
2018,4,12.12
2016,6,5.97
2018,5,7.84
2016,5,5
2016,1,3
2017,3,9.1
2016,4,20.5
2017,1,21
2018,5,5.95
2016,3,8.91
2016,1,7
2017,4,6.5
2016,2,44
2017,1,23
2017,3,13
2016,2,6.33
2016,2,5.5
2017,3,14.33
2018,3,14
2018,1,22
2016,1,17.5
2016,3,11.86
2018,4,12.81
2016,3,50
2018,3,13.58
2016,4,9
2016,3,16.55
2017,3,10.79
2016,4,10.79
2017,1,14.71
2017,3,6.08
2016,2,6.5
2016,1,13.5
2018,4,4
2016,5,43
2016,3,11.44
2018,2,6
2018,2,12.33
2017,4,9.83
2016,2,12.54
2018,2,17
2017,1,7.5
2017,2,12.36
2016,4,7.28
2017,1,8.73
2016,1,11
2017,1,3.33
2018,2,16.2
2016,3,2
2016,3,17.74
2017,3,7.59
2018,4,12.2
2017,2,15.81
2016,1,8.26
2017,4,9.06
2017,1,14
2016,1,12.9
2018,1,3
2016,2,7.75
2017,2,1
2017,1,9.94
2016,2,17
2016,6,8.57
2017,1,11.32
2018,1,24
2017,4,14
2017,1,10
2017,2,8
2018,1,7.9
2016,5,10
2017,1,16
2017,1,8.51
2016,2,2.26
2017,3,13.08
2018,1,20.9
2017,4,12.5
2018,4,13.5
2018,5,28.57
2017,3,8.45
2016,5,10.95
2017,2,15.06
2017,4,3
2016,2,10.6
2016,2,13.19
2017,3,12.95
2017,3,11.92
2017,3,9.63
2016,1,9.56
2016,1,18.75
2017,2,11.9
2016,3,15
2017,4,11.41
2016,2,13.14
2018,2,12.91
2017,2,11.8
2018,3,14.4
2017,4,19
2017,3,8.2
2018,1,8.07
2016,1,26
2016,4,0.5
2016,1,8.67
2018,2,11.53
2017,1,13.33
2016,2,23.35
2018,3,9.76
2017,2,15.72
2017,4,10
2016,4,12.7
2016,1,18.33
2016,5,17.2
2017,1,13.21
2018,4,69
2018,2,11.1
2017,5,8.53
2018,6,13.27
2016,3,16.6
2017,1,12.82
2016,2,2.95
2017,2,14.88
2017,2,11.6
2017,4,7.67
2016,1,8.16
2018,6,7.58
2017,3,12.24
2018,1,57
2016,4,10
2016,6,10.64
2016,4,38
2017,5,8.94
2017,4,8.06
2017,3,9.51
2017,3,12
2016,2,11.56
2017,3,15
2016,3,6.85
2017,1,14.05
2016,3,14.25
2018,2,8.82
2016,1,5.5
2016,3,13.97
2016,4,15.27
2018,2,9.4
2016,6,37
2016,3,8.11
2016,3,12.97
2017,5,13.63
2018,1,8
2016,1,13.69
2016,5,8.83
2018,5,6
2016,4,8
2017,5,8.05
2018,4,11.4
2017,1,7.78
2017,3,6.5
2018,1,5.4
2018,5,16.22
2018,5,7.02
2018,5,14
2016,3,14.25
2017,2,21.48
2016,2,12.81
2017,3,26
2016,4,11.69
2017,5,16
2016,1,9.36
2018,2,14.93
2017,1,10.83
2017,2,12.59
2018,4,2
2016,3,9.8
2016,2,10.7
2016,3,14.67
2018,1,11.7
2017,2,10.76
2017,3,13
2016,6,23.78
2016,2,14.11
2018,2,13
2017,2,12.39
2017,1,15.35
2017,2,11.13
2016,3,23.7
2017,2,17
2017,2,10.74
2018,1,11.91
2017,3,12.68
2016,2,7.47
2017,3,13.5
2017,1,13.18
2017,4,13
2018,5,7.74
